						10000	100000
4188	B	9047598	0				
4190	C	9051786	0				
4192	E	9055976	0				
4192	E	9060168	0				
4193	A	9064360	1				
4193	D	9068553	0				
4195	C	9072746	0				
4198	B	9076941	0				
4198	E	9081139	0				
4199	E	9085337	0				
4201	D	9089536	0				
4201	C	9093737	0				
4203	B	9097938	0				
4203	C	9102141	0				
4204	B	9106344	0				
4205	D	9110548	0				
4207	B	9114753	0				
4207	B	9118960	0				
4207	E	9123167	0				
4207	A	9127374	1				
4207	C	9131581	0				
4207	A	9135788	1				
4208	B	9139995	0				
4209	C	9144203	0				
4209	D	9148412	0				
4213	E	9152621	0				
4214	B	9156834	0				
4214	B	9161048	0				
4216	B	9165262	0				
4217	A	9169478	1				
4218	D	9173695	0				
4219	B	9177913	0				
4222	B	9182132	0				
4222	E	9186354	0				
4223	B	9190576	0				
4223	A	9194799	1				
4223	C	9199022	0				
4223	C	9203245	0				
4224	E	9207468	0				
4224	B	9211692	0				
4225	B	9215916	0				
4226	B	9220141	0				
4226	C	9224367	0				
4227	B	9228593	0				
4229	E	9232820	0				
4230	B	9237049	0				
4231	D	9241279	0				
4232	C	9245510	0				
4232	C	9249742	0				
4234	E	9253974	0				
4238	E	9258208	0				
4239	D	9262446	0				
4240	D	9266685	0				
4240	B	9270925	0				
4242	E	9275165	0				
4242	C	9279407	0				
4243	E	9283649	0				
4244	D	9287892	0				
4247	B	9292136	0				
4247	A	9296383	1				
4248	A	9300630	1				
4251	C	9304878	0				
4253	B	9309129	0				
4254	E	9313382	0				
4255	E	9317636	0				
4256	D	9321891	0				
4257	B	9326147	0				
4258	D	9330404	0				
4258	D	9334662	0				
4260	C	9338920	0				
4261	A	9343180	1				
4261	A	9347441	1				
4262	D	9351702	0				
4262	B	9355964	0				
4263	B	9360226	0				
4263	D	9364489	0				
4265	B	9368752	0				
4265	C	9373017	0				
4265	D	9377282	0				
4267	C	9381547	0				
4267	E	9385814	0				
4271	B	9390081	0				
4271	A	9394352	1				
4274	E	9398623	0				
4274	D	9402897	0				
4275	D	9407171	0				
4275	E	9411446	0				
4276	E	9415721	0				
4276	E	9419997	0				
4277	C	9424273	0				
4277	B	9428550	0				
4277	D	9432827	0				
4278	A	9437104	1				
4278	A	9441382	1				
4283	B	9445660	0				
4283	C	9449943	0				
4284	E	9454226	0				
4284	B	9458510	0				
4285	A	9462794	1				
4286	E	9467079	0				
4287	B	9471365	0				
4287	C	9475652	0				
4287	D	9479939	0				
4289	E	9484226	0				
4289	D	9488515	0				
4290	D	9492804	0				
4291	E	9497094	0				
4292	A	9501385	1				
4293	D	9505677	0				
4293	C	9509970	0				
4293	B	9514263	0				
4293	A	9518556	1				
4293	C	9522849	0				
4296	B	9527142	0				
4297	B	9531438	0				
4298	E	9535735	0				
4300	E	9540033	0				
4300	D	9544333	0				
4302	C	9548633	0				
4302	A	9552935	1				
4303	A	9557237	1				
4303	B	9561540	0				
4305	B	9565843	0				
4307	C	9570148	0				
4307	A	9574455	1				
4309	B	9578762	0				
4309	A	9583071	1				
4310	C	9587380	0				
4311	E	9591690	0				
4312	E	9596001	0				
4312	C	9600313	0				
4313	D	9604625	0				
4316	A	9608938	1				
4317	A	9613254	1				
4317	D	9617571	0				
4317	A	9621888	1				
4317	E	9626205	0				
4318	C	9630522	0				
4319	A	9634840	1				
4320	E	9639159	0				
4321	B	9643479	0				
4322	D	9647800	0				
4322	E	9652122	0				
4322	C	9656444	0				
4323	D	9660766	0				
4323	D	9665089	0				
4324	C	9669412	0				
4324	B	9673736	0				
4325	C	9678060	0				
4326	D	9682385	0				
4326	E	9686711	0				
4327	D	9691037	0				
4328	E	9695364	0				
4329	C	9699692	0				
4329	C	9704021	0				
4331	C	9708350	0				
4331	E	9712681	0				
4333	D	9717012	0				
4335	B	9721345	0				
4335	B	9725680	0				
4336	C	9730015	0				
4337	E	9734351	0				
4342	B	9738688	0				
4342	D	9743030	0				
4343	C	9747372	0				
4344	E	9751715	0				
4344	D	9756059	0				
4345	B	9760403	0				
4345	E	9764748	0				
4346	B	9769093	0				
4347	C	9773439	0				
4348	A	9777786	1				
4349	D	9782134	0				
4349	C	9786483	0				
4351	B	9790832	0				
4352	C	9795183	0				
4354	C	9799535	0				
4354	D	9803889	0				
4354	E	9808243	0				
4356	E	9812597	0				
4356	E	9816953	0				
4356	B	9821309	0				
4357	B	9825665	0				
4357	A	9830022	1				
4357	A	9834379	1				
4357	C	9838736	0				
4358	B	9843093	0				
4359	B	9847451	0				
4359	A	9851810	1				
4360	E	9856169	0				
4360	B	9860529	0				
4361	C	9864889	0				
4361	A	9869250	1				
4362	B	9873611	0				
4362	D	9877973	0				
4362	C	9882335	0				
4362	A	9886697	1				
4362	C	9891059	0				
4363	B	9895421	0				
4364	B	9899784	0				
4364	E	9904148	0				
4365	A	9908512	1				
4365	B	9912877	0				
4366	D	9917242	0				
4367	D	9921608	0				
4368	B	9925975	0				
4369	A	9930343	1				
4369	E	9934712	0				
4369	A	9939081	1				
4370	B	9943450	0				
4370	E	9947820	0				
4372	B	9952190	0				
4373	D	9956562	0				
4374	C	9960935	0				
4374	D	9965309	0				
4375	D	9969683	0				
4375	D	9974058	0				
4376	C	9978433	0				
4378	D	9982809	0				
4379	A	9987187	1				
4380	C	9991566	0				
4380	C	9995946	0				
4381	C	10000326	0				
4382	A	10004707	1				
4383	C	10009089	0				
4383	E	10013472	0				
4386	E	10017855	0				
4386	C	10022241	0				
4386	D	10026627	0				
4386	B	10031013	0				
4387	E	10035399	0				
4388	A	10039786	1				
4388	C	10044174	0				
4389	A	10048562	1				
4389	D	10052951	0				
4389	A	10057340	1				
4390	E	10061729	0				
4390	C	10066119	0				
4391	C	10070509	0				
4391	A	10074900	1				
4393	A	10079291	1				
4393	D	10083684	0				
4395	B	10088077	0				
4396	D	10092472	0				
4398	A	10096868	1				
4398	B	10101266	0				
4398	A	10105664	1				
4399	D	10110062	0				
4401	A	10114461	1				
4401	B	10118862	0				
4402	C	10123263	0				
4403	D	10127665	0				
4403	C	10132068	0				
4404	C	10136471	0				
4404	A	10140875	1				
4404	C	10145279	0				
4407	D	10149683	0				
4408	E	10154090	0				
4411	B	10158498	0				
4415	C	10162909	0				
4416	C	10167324	0				
4416	B	10171740	0				
4416	E	10176156	0				
4417	D	10180572	0				
4419	D	10184989	0				
4419	B	10189408	0				
4419	E	10193827	0				
4420	E	10198246	0				
4421	D	10202666	0				
4422	C	10207087	0				
4423	E	10211509	0				
4424	D	10215932	0				
4425	C	10220356	0				
4426	A	10224781	1				
4426	B	10229207	0				
4428	D	10233633	0				
4429	B	10238061	0				
4430	A	10242490	1				
4432	D	10246920	0				
4433	A	10251352	1				
4434	D	10255785	0				
4434	D	10260219	0				
4435	D	10264653	0				
4436	B	10269088	0				
4438	C	10273524	0				
4440	B	10277962	0				
4441	D	10282402	0				
4443	D	10286843	0				
4443	C	10291286	0				
4444	A	10295729	1				
4446	E	10300173	0				
4446	A	10304619	1				
4447	B	10309065	0				
4447	D	10313512	0				
4447	E	10317959	0				
4450	D	10322406	0				
4450	D	10326856	0				
4450	B	10331306	0				
4450	E	10335756	0				
4451	B	10340206	0				
4451	A	10344657	1				
4451	E	10349108	0				
4451	B	10353559	0				
4452	D	10358010	0				
4452	E	10362462	0				
4452	E	10366914	0				
4454	D	10371366	0				
4455	B	10375820	0				
4457	D	10380275	0				
4459	E	10384732	0				
4460	C	10389191	0				
4460	B	10393651	0				
4462	E	10398111	0				
4462	D	10402573	0				
4463	C	10407035	0				
4463	E	10411498	0				
4463	C	10415961	0				
4464	A	10420424	1				
4464	A	10424888	1				
4465	E	10429352	0				
4466	B	10433817	0				
4467	E	10438283	0				
4468	B	10442750	0				
4468	E	10447218	0				
4468	B	10451686	0				
4469	A	10456154	1				
4469	B	10460623	0				
4470	A	10465092	1				
4471	D	10469562	0				
4472	B	10474033	0				
4472	C	10478505	0				
4478	A	10482977	1				
4479	A	10487455	1				
4480	B	10491934	0				
4480	B	10496414	0				
4481	C	10500894	0				
4481	C	10505375	0				
4481	C	10509856	0				
4481	A	10514337	1				
4483	B	10518818	0				
4485	A	10523301	1				
4485	C	10527786	0				
4486	A	10532271	1				
4486	D	10536757	0				
4487	C	10541243	0				
4487	B	10545730	0				
4488	D	10550217	0				
4489	C	10554705	0				
4490	D	10559194	0				
4490	D	10563684	0				
4491	E	10568174	0				
4491	A	10572665	1				
4491	E	10577156	0				
4493	D	10581647	0				
4493	E	10586140	0				
4493	A	10590633	1				
4495	D	10595126	0				
4496	E	10599621	0				
4497	A	10604117	1				
4497	E	10608614	0				
4497	C	10613111	0				
4498	C	10617608	0				
4499	A	10622106	1				
4500	E	10626605	0				
4500	B	10631105	0				
4501	B	10635605	0				
4502	B	10640106	0				
4503	A	10644608	1				
4505	D	10649111	0				
4505	A	10653616	1				
4506	B	10658121	0				
4507	C	10662627	0				
4507	E	10667134	0				
4507	D	10671641	0				
4507	A	10676148	1				
4509	C	10680655	0				
4510	A	10685164	1				
4510	A	10689674	1				
4511	D	10694184	0				
4511	B	10698695	0				
4512	C	10703206	0				
4513	D	10707718	0				
4513	B	10712231	0				
4513	D	10716744	0				
4520	B	10721257	0				
4521	C	10725777	0				
4522	A	10730298	1				
4522	B	10734820	0				
4523	D	10739342	0				
4524	C	10743865	0				
4525	B	10748389	0				
4525	B	10752914	0				
4526	E	10757439	0				
4527	E	10761965	0				
4527	D	10766492	0				
4528	E	10771019	0				
4531	C	10775547	0				
4531	C	10780078	0				
4531	C	10784609	0				
4532	C	10789140	0				
4532	A	10793672	1				
4533	E	10798204	0				
4533	C	10802737	0				
4533	C	10807270	0				
4535	E	10811803	0				
4538	A	10816338	1				
4538	A	10820876	1				
4540	A	10825414	1				
4542	A	10829954	1				
4542	D	10834496	0				
4543	C	10839038	0				
4543	B	10843581	0				
4543	D	10848124	0				
4545	D	10852667	0				
4546	A	10857212	1				
4547	B	10861758	0				
4548	C	10866305	0				
4549	B	10870853	0				
4552	C	10875402	0				
4552	C	10879954	0				
4552	D	10884506	0				
4553	D	10889058	0				
4554	D	10893611	0				
4556	E	10898165	0				
4556	E	10902721	0				
4557	B	10907277	0				
4557	B	10911834	0				
4558	B	10916391	0				
4558	E	10920949	0				
4559	B	10925507	0				
4560	C	10930066	0				
4560	A	10934626	1				
4561	B	10939186	0				
4564	E	10943747	0				
4564	A	10948311	1				
4565	C	10952875	0				
4566	B	10957440	0				
4567	C	10962006	0				
4568	E	10966573	0				
4568	B	10971141	0				
4569	C	10975709	0				
4569	A	10980278	1				
4573	E	10984847	0				
4573	E	10989420	0				
4573	C	10993993	0				
4574	E	10998566	0				
4575	C	11003140	0				
4576	E	11007715	0				
4576	C	11012291	0				
4577	B	11016867	0				
4577	A	11021444	1				
4581	B	11026021	0				
4581	C	11030602	0				
4582	A	11035183	1				
4583	B	11039765	0				
4586	A	11044348	1				
4586	E	11048934	0				
4588	B	11053520	0				
4588	D	11058108	0				
4589	B	11062696	0				
4589	C	11067285	0				
4592	E	11071874	0				
4592	B	11076466	0				
4595	E	11081058	0				
4595	B	11085653	0				
4596	E	11090248	0				
4596	E	11094844	0				
4597	D	11099440	0				
4599	C	11104037	0				
4599	D	11108636	0				
4600	E	11113235	0				
4600	D	11117835	0				
4601	E	11122435	0				
4601	B	11127036	0				
4602	C	11131637	0				
4602	A	11136239	1				
4602	C	11140841	0				
4603	D	11145443	0				
4603	C	11150046	0				
4604	C	11154649	0				
4605	A	11159253	1				
4605	D	11163858	0				
4605	C	11168463	0				
4606	B	11173068	0				
4606	C	11177674	0				
4607	E	11182280	0				
4607	C	11186887	0				
4607	A	11191494	1				
4610	B	11196101	0				
4611	E	11200711	0				
4612	C	11205322	0				
4618	D	11209934	0				
4619	C	11214552	0				
4619	D	11219171	0				
4619	D	11223790	0				
4619	B	11228409	0				
4620	C	11233028	0				
4620	C	11237648	0				
4621	A	11242268	1				
4623	E	11246889	0				
4623	B	11251512	0				
4624	D	11256135	0				
4626	E	11260759	0				
4626	C	11265385	0				
4627	B	11270011	0				
4627	B	11274638	0				
4628	C	11279265	0				
4629	E	11283893	0				
4630	E	11288522	0				
4630	C	11293152	0				
4630	D	11297782	0				
4630	E	11302412	0				
4632	C	11307042	0				
4632	E	11311674	0				
4632	D	11316306	0				
4633	B	11320938	0				
4636	E	11325571	0				
4639	E	11330207	0				
4639	D	11334846	0				
4639	D	11339485	0				
4640	E	11344124	0				
4640	D	11348764	0				
4641	A	11353404	1				
4641	E	11358045	0				
4641	C	11362686	0				
4642	E	11367327	0				
4643	E	11371969	0				
4644	E	11376612	0				
4644	A	11381256	1				
4647	C	11385900	0				
4647	B	11390547	0				
4647	B	11395194	0				
4648	B	11399841	0				
4650	D	11404489	0				
4652	E	11409139	0				
4652	C	11413791	0				
4652	E	11418443	0				
4655	C	11423095	0				
4657	E	11427750	0				
4660	A	11432407	1				
4661	C	11437067	0				
4663	E	11441728	0				
4664	D	11446391	0				
4665	C	11451055	0				
4666	A	11455720	1				
4667	C	11460386	0				
4668	A	11465053	1				
4669	C	11469721	0				
4669	D	11474390	0				
4670	B	11479059	0				
4671	B	11483729	0				
4673	B	11488400	0				
4673	E	11493073	0				
4674	A	11497746	1				
4674	A	11502420	1				
4674	C	11507094	0				
4675	A	11511768	1				
4675	E	11516443	0				
4676	E	11521118	0				
4677	E	11525794	0				
4678	E	11530471	0				
4678	B	11535149	0				
4678	C	11539827	0				
4678	A	11544505	1				
4679	B	11549183	0				
4679	E	11553862	0				
4679	A	11558541	1				
4680	E	11563220	0				
4682	B	11567900	0				
4682	E	11572582	0				
4684	B	11577264	0				
4684	D	11581948	0				
4685	E	11586632	0				
4685	B	11591317	0				
4687	C	11596002	0				
4688	D	11600689	0				
4690	C	11605377	0				
4691	B	11610067	0				
4691	E	11614758	0				
4692	B	11619449	0				
4692	B	11624141	0				
4693	C	11628833	0				
4694	C	11633526	0				
4695	D	11638220	0				
4696	D	11642915	0				
4697	A	11647611	1				
4698	D	11652308	0				
4698	B	11657006	0				
4699	B	11661704	0				
4699	E	11666403	0				
4700	D	11671102	0				
4701	C	11675802	0				
4702	B	11680503	0				
4702	B	11685205	0				
4703	E	11689907	0				
4705	D	11694610	0				
4705	D	11699315	0				
4706	B	11704020	0				
4706	C	11708726	0				
4707	A	11713432	1				
4707	A	11718139	1				
4707	E	11722846	0				
4708	E	11727553	0				
4708	A	11732261	1				
4710	A	11736969	1				
4711	D	11741679	0				
4711	E	11746390	0				
4712	A	11751101	1				
4713	A	11755813	1				
4714	C	11760526	0				
4714	C	11765240	0				
4716	D	11769954	0				
4717	A	11774670	1				
4717	A	11779387	1				
4718	D	11784104	0				
4718	E	11788822	0				
4719	C	11793540	0				
4722	C	11798259	0				
4725	A	11802981	1				
4725	A	11807706	1				
4726	E	11812431	0				
4726	D	11817157	0				
4726	C	11821883	0				
4727	C	11826609	0				
4729	C	11831336	0				
4732	A	11836065	1				
4732	D	11840797	0				
4733	C	11845529	0				
4733	D	11850262	0				
4734	C	11854995	0				
4736	C	11859729	0				
4736	B	11864465	0				
4736	A	11869201	1				
4736	C	11873937	0				
4737	C	11878673	0				
4737	C	11883410	0				
4737	B	11888147	0				
4737	A	11892884	1				
4737	A	11897621	1				
4744	C	11902358	0				
4744	E	11907102	0				
4745	A	11911846	1				
4745	A	11916591	1				
4746	A	11921336	1				
4747	B	11926082	0				
4747	B	11930829	0				
4748	E	11935576	0				
4749	D	11940324	0				
4749	A	11945073	1				
4749	A	11949822	1				
4752	C	11954571	0				
4753	B	11959323	0				
4754	A	11964076	1				
4755	C	11968830	0				
4755	E	11973585	0				
4756	E	11978340	0				
4757	B	11983096	0				
4758	D	11987853	0				
4759	C	11992611	0				
4759	D	11997370	0				
4761	C	12002129	0				
4763	B	12006890	0				
4764	A	12011653	1				
4764	C	12016417	0				
4764	C	12021181	0				
4766	E	12025945	0				
4766	E	12030711	0				
4767	C	12035477	0				
4767	E	12040244	0				
4768	B	12045011	0				
4769	A	12049779	1				
4769	C	12054548	0				
4770	C	12059317	0				
4771	A	12064087	1				
4772	A	12068858	1				
4772	E	12073630	0				
4773	B	12078402	0				
4773	A	12083175	1				
4773	A	12087948	1				
4774	E	12092721	0				
4775	C	12097495	0				
4775	C	12102270	0				
4776	A	12107045	1				
4778	D	12111821	0				
4778	B	12116599	0				
4778	E	12121377	0				
4780	C	12126155	0				
4781	E	12130935	0				
4783	B	12135716	0				
4783	E	12140499	0				
4785	C	12145282	0				
4785	B	12150067	0				
4786	C	12154852	0				
4786	D	12159638	0				
4786	E	12164424	0				
4788	D	12169210	0				
4789	C	12173998	0				
4789	B	12178787	0				
4794	B	12183576	0				
4794	D	12188370	0				
4795	A	12193164	1				
4798	E	12197959	0				
4799	B	12202757	0				
4800	E	12207556	0				
4800	E	12212356	0				
4800	D	12217156	0				
4801	C	12221956	0				
4801	A	12226757	1				
4802	A	12231558	1				
4803	C	12236360	0				
4803	A	12241163	1				
4804	D	12245966	0				
4805	E	12250770	0				
4805	D	12255575	0				
4806	C	12260380	0				
4806	C	12265186	0				
4807	E	12269992	0				
4807	D	12274799	0				
4808	A	12279606	1				
4812	C	12284414	0				
4813	A	12289226	1				
4814	D	12294039	0				
4814	A	12298853	1				
4815	C	12303667	0				
4817	C	12308482	0				
4819	A	12313299	1				
4819	E	12318118	0				
4820	C	12322937	0				
4820	E	12327757	0				
4821	D	12332577	0				
4821	A	12337398	1				
4822	D	12342219	0				
4822	B	12347041	0				
4823	E	12351863	0				
4824	C	12356686	0				
4825	A	12361510	1				
4825	D	12366335	0				
4825	D	12371160	0				
4827	E	12375985	0				
4827	A	12380812	1				
4827	D	12385639	0				
4827	A	12390466	1				
4828	A	12395293	1				
4828	C	12400121	0				
4829	C	12404949	0				
4830	C	12409778	0				
4832	A	12414608	1				
4833	E	12419440	0				
4834	A	12424273	1				
4834	E	12429107	0				
4835	E	12433941	0				
4836	E	12438776	0				
4836	C	12443612	0				
4842	D	12448448	0				
4843	E	12453290	0				
4843	C	12458133	0				
4847	A	12462976	1				
4847	A	12467823	1				
4848	E	12472670	0				
4850	C	12477518	0				
4850	D	12482368	0				
4851	A	12487218	1				
4851	E	12492069	0				
4853	C	12496920	0				
4854	D	12501773	0				
4854	B	12506627	0				
4855	C	12511481	0				
4856	A	12516336	1				
4856	A	12521192	1				
4858	C	12526048	0				
4858	C	12530906	0				
4859	A	12535764	1				
4859	C	12540623	0				
4860	B	12545482	0				
4860	B	12550342	0				
4861	A	12555202	1				
4861	C	12560063	0				
4862	D	12564924	0				
4862	D	12569786	0				
4863	C	12574648	0				
4863	D	12579511	0				
4863	C	12584374	0				
4864	E	12589237	0				
4865	D	12594101	0				
4866	D	12598966	0				
4867	D	12603832	0				
4867	D	12608699	0				
4868	D	12613566	0				
4868	A	12618434	1				
4869	E	12623302	0				
4869	E	12628171	0				
4873	B	12633040	0				
4873	D	12637913	0				
4874	C	12642786	0				
4876	C	12647660	0				
4876	C	12652536	0				
4877	C	12657412	0				
4882	E	12662289	0				
4882	B	12667171	0				
4883	B	12672053	0				
4884	E	12676936	0				
4884	A	12681820	1				
4884	B	12686704	0				
4885	B	12691588	0				
4887	A	12696473	1				
4887	B	12701360	0				
4887	E	12706247	0				
4890	C	12711134	0				
4890	D	12716024	0				
4890	C	12720914	0				
4891	A	12725804	1				
4891	C	12730695	0				
4891	A	12735586	1				
4892	C	12740477	0				
4892	D	12745369	0				
4894	E	12750261	0				
4895	E	12755155	0				
4897	A	12760050	1				
4897	C	12764947	0				
4898	A	12769844	1				
4899	A	12774742	1				
4899	D	12779641	0				
4899	E	12784540	0				
4899	A	12789439	1				
4900	E	12794338	0				
4901	D	12799238	0				
4903	B	12804139	0				
4903	B	12809042	0				
4903	B	12813945	0				
4904	B	12818848	0				
4905	E	12823752	0				
4905	E	12828657	0				
4908	D	12833562	0				
4910	D	12838470	0				
4911	B	12843380	0				
4913	E	12848291	0				
4913	E	12853204	0				
4913	E	12858117	0				
4913	E	12863030	0				
4917	A	12867943	1				
4918	B	12872860	0				
4918	D	12877778	0				
4918	E	12882696	0				
4920	B	12887614	0				
4920	A	12892534	1				
4922	B	12897454	0				
4922	E	12902376	0				
4923	D	12907298	0				
4925	A	12912221	1				
4925	B	12917146	0				
4925	B	12922071	0				
